doc_id,source_id,source,label,n_words,preview_teks,sty__char_count,sty__word_count,sty__sentence_count,sty__avg_sentence_length,sty__avg_word_length,sty__unique_word_ratio,sty__comma_count,sty__semicolon_count,sty__question_mark_count,sty__exclamation_mark_count,sty__period_count,sty__colon_count,sty__punctuation_ratio,sty__uppercase_ratio,sty__digit_ratio,sty__special_char_count,sty__special_char_ratio,sty__function_word_ratio,perplexity
2699,1354,id_newspapers_2018,1,323,Perusahaan Listrik Negara (PLN) menyatakan siaga memberikan pasokan listrik yang,2448.0,323.0,17.0,19.0,6.385321,0.5474006,11.0,0.0,0.0,0.0,17.0,0.0,0.011437909,0.03145425,0.009803922,38.0,0.015522876,0.2324159,29.562504
2700,1355,id_newspapers_2018,0,248,Kepala Staf Kepresidenan (KSP) Moeldoko menegaskan anggota TNI-Polri wajib netra,1792.0,248.0,17.0,14.588235,5.807843,0.5647059,26.0,0.0,0.0,0.0,17.0,0.0,0.023995535,0.043526787,0.0061383927,64.0,0.035714287,0.21960784,45.649197
2701,1355,id_newspapers_2018,1,256,"Kepala Staf Presiden, Moeldoko kembali mencuatkan kontroversi terkait dengan per",1933.0,256.0,22.0,11.636364,6.3139534,0.53100777,19.0,0.0,0.0,0.0,22.0,0.0,0.021210553,0.03310916,0.0015519917,49.0,0.025349198,0.20930232,21.604044
2702,1356,id_newspapers_2018,0,270,Pemkab Banyuwangi meminta agar masyarakat yang peduli dengan para korban banjir ,2010.0,270.0,19.0,14.210526,6.0652175,0.45652175,28.0,0.0,0.0,0.0,19.0,0.0,0.023383085,0.03681592,0.005472637,67.0,0.033333335,0.22826087,30.86751
2703,1356,id_newspapers_2018,1,335,Peristiwa banjir bandang di jalan merupakan sebuah kejadian yang tak bisa dipred,2457.0,335.0,21.0,15.952381,6.1390533,0.4704142,18.0,0.0,1.0,0.0,20.0,0.0,0.015873017,0.016280016,0.0,48.0,0.01953602,0.21301775,24.24524
2704,1357,id_newspapers_2018,0,502,Paula Verhoeven memiliki postur tubuh yang tinggi dengan kaki jenjang. Hal ini t,3432.0,502.0,37.0,13.567568,5.639764,0.53149605,21.0,0.0,2.0,0.0,34.0,1.0,0.016608391,0.035547785,0.011363637,66.0,0.01923077,0.16535433,158.19537
2705,1357,id_newspapers_2018,1,363,"Paula Verhoeven adalah salah satu aktris muda yang tengah naik daun. Belakangan,",2517.0,363.0,27.0,13.444445,5.8076925,0.45054945,13.0,0.0,0.0,0.0,27.0,0.0,0.015891936,0.020659516,0.008740564,41.0,0.016289232,0.22527473,44.128384
2706,1358,id_newspapers_2018,0,202,Pengadilan Negeri Jakarta Selatan menjatuhkan vonis empat tahun penjara untuk Je,1509.0,202.0,17.0,11.882353,6.26601,0.7241379,12.0,0.0,0.0,0.0,17.0,0.0,0.019218026,0.0351226,0.0046388335,36.0,0.02385686,0.18719211,81.20675
2707,1358,id_newspapers_2018,1,298,"Jennifer Dunn, aktris dan mantan anggota DPR, divonis 4 tahun penjara oleh Majel",2121.0,298.0,21.0,14.190476,5.9036546,0.59468436,18.0,0.0,0.0,0.0,21.0,0.0,0.018387552,0.044318717,0.0113154175,47.0,0.022159358,0.13953489,18.94004
2708,1359,id_newspapers_2018,0,589,"Dalam beberapa tahun terakhir, Oppo sukses menghadirkan ponsel selfie mumpuni di",3994.0,589.0,53.0,11.113208,5.6030407,0.5692568,32.0,0.0,1.0,0.0,52.0,0.0,0.021281922,0.035803705,0.009013521,89.0,0.022283426,0.17398648,117.37786
2709,1359,id_newspapers_2018,1,339,Pasar smartphone flagship diperkirakan akan semakin memanas dengan kehadiran Fin,2339.0,339.0,24.0,14.125,5.631124,0.5907781,17.0,0.0,1.0,0.0,23.0,0.0,0.017528858,0.029499786,0.014108594,47.0,0.020094058,0.23919308,31.225388
2710,1360,id_newspapers_2018,0,198,Perhimpunan Peternak Unggas Nusantara (PPUN) menilai harga pakan ternak saat ini,1354.0,198.0,20.0,9.9,5.325359,0.5980861,9.0,0.0,0.0,0.0,20.0,0.0,0.02141802,0.028064992,0.03397341,44.0,0.032496307,0.1291866,57.74212
2711,1360,id_newspapers_2018,1,330,Harga pakan yang naik menjadi masalah yang tengah dihadapi oleh peternak di Indo,2486.0,330.0,22.0,15.0,6.248521,0.5443787,14.0,0.0,0.0,0.0,22.0,0.0,0.014481094,0.012469831,0.0076427995,45.0,0.018101368,0.22485207,34.338398
2712,1361,id_newspapers_2018,0,222,Ketua Umum Partai Gerindra Prabowo Subianto menyebut utang negara Indonesia menc,1630.0,222.0,20.0,11.1,5.9780703,0.6052632,11.0,0.0,0.0,0.0,20.0,0.0,0.019018404,0.04355828,0.014723927,46.0,0.028220858,0.13157895,68.01981
2713,1361,id_newspapers_2018,1,310,Calon presiden nomor urut 02 Prabowo Subianto mengeluarkan pernyataan mengenai u,2405.0,310.0,15.0,20.666666,6.398119,0.6081505,18.0,0.0,1.0,0.0,14.0,0.0,0.013721414,0.029106028,0.007068607,55.0,0.022869023,0.20376176,39.46943
2714,1362,id_newspapers_2018,0,287,"Kesal upah tak kunjung dibayar, tiga orang eks kuli bangunan Gelanggang Olahraga",1908.0,287.0,17.0,16.882353,5.4048443,0.59861594,19.0,0.0,0.0,0.0,19.0,0.0,0.019916143,0.03721174,0.008385744,60.0,0.031446543,0.1384083,142.61018
2715,1362,id_newspapers_2018,1,292,Sejumlah kuli yang bekerja pada proyek pembangunan GOR Merdeka di Kota Sukabumi ,2109.0,292.0,19.0,15.368421,6.0338984,0.49830508,12.0,0.0,0.0,0.0,19.0,0.0,0.01469891,0.01469891,0.0018966335,38.0,0.018018018,0.23389831,37.47429
2716,1363,id_newspapers_2018,0,339,Bank Indonesia (BI) mengonfirmasi akan tetap beroperasi pada Rabu (27/6/2018) ya,2432.0,339.0,10.0,33.9,5.8381505,0.5231214,20.0,0.0,0.0,0.0,10.0,1.0,0.012335527,0.0756579,0.028782895,74.0,0.030427631,0.16763006,54.488525
2717,1363,id_newspapers_2018,1,367,Bank Indonesia (BI) bersiap menyambut Hari H Pilkada yang jatuh pada tanggal 9 D,2753.0,367.0,18.0,20.38889,6.295699,0.5322581,14.0,0.0,0.0,0.0,18.0,0.0,0.011623683,0.022884127,0.0029059208,45.0,0.016345805,0.24462366,32.77045
2718,1364,id_newspapers_2018,0,277,Pemerintah telah merilis data realisasi belanja pemerintah pusat periode Januari,1975.0,277.0,15.0,18.466667,5.471572,0.51839465,26.0,0.0,0.0,0.0,15.0,0.0,0.020759493,0.043544304,0.05721519,63.0,0.031898733,0.14046822,44.203808
2719,1364,id_newspapers_2018,1,264,Pemerintah Indonesia telah membayar bunga utang sebesar Rp 112 triliun hingga bu,2081.0,264.0,16.0,16.5,6.692884,0.5543071,12.0,0.0,0.0,0.0,16.0,0.0,0.01345507,0.01345507,0.006727535,31.0,0.014896684,0.21348314,22.474686
2720,1365,id_newspapers_2018,0,219,Satreskrim Polres Karawang meringkus tiga begal yang kerap menodong warga di dek,1581.0,219.0,21.0,10.428572,5.927602,0.6561086,12.0,0.0,0.0,0.0,21.0,0.0,0.020872865,0.03731815,0.0113852,53.0,0.033523086,0.15837105,85.50285
2721,1365,id_newspapers_2018,1,301,Petugas Polisi berhasil menyergap seorang begal yang kerap beraksi di daerah sek,2235.0,301.0,17.0,17.705883,6.1836066,0.58032787,19.0,0.0,0.0,0.0,16.0,0.0,0.015659954,0.0246085,0.0008948546,49.0,0.021923937,0.19016394,38.07347
2722,1366,id_newspapers_2018,0,295,"Presiden Turki, Recep Tayyip Erdogan, mengatakan akan melanjutkan operasi milite",2110.0,295.0,16.0,18.4375,5.874172,0.5960265,17.0,0.0,1.0,0.0,15.0,1.0,0.01563981,0.047393367,0.014691943,42.0,0.019905213,0.19205298,87.02012
2723,1366,id_newspapers_2018,1,316,"Presiden Turki, Recep Tayyip Erdogan, mengumumkan akan melanjutkan operasi milit",2356.0,316.0,17.0,18.588236,6.2610064,0.5503145,18.0,0.0,0.0,0.0,17.0,0.0,0.0148556875,0.029711375,0.0025466892,50.0,0.02122241,0.25157234,20.296118
2724,1367,id_newspapers_2018,0,263,Tragis! Sedikitnya 12 anak-anak di Thailand terjebak di dalam gua yang dibanjiri,1808.0,263.0,17.0,15.470589,5.405797,0.59782606,10.0,0.0,0.0,1.0,16.0,0.0,0.014933628,0.021570796,0.017699115,54.0,0.029867256,0.19927536,44.750553
2725,1367,id_newspapers_2018,1,272,12 anak yang tergabung dalam sebuah tim sepak bola terjebak selama 48 jam di dal,1861.0,272.0,15.0,18.133333,5.55,0.5,13.0,0.0,0.0,0.0,15.0,0.0,0.0150456745,0.011821602,0.0021493821,36.0,0.019344438,0.25714287,24.150854
2726,1368,id_newspapers_2018,0,1115,Siti Badriah mengadakan syukuran bareng anak yatim. Lantaran video klip 'Lagi Sy,7440.0,1115.0,57.0,19.561403,5.4706407,0.17348754,80.0,0.0,23.0,25.0,9.0,2.0,0.018413978,0.12540323,0.0043010754,177.0,0.023790322,0.065836295,17.201193
2727,1368,id_newspapers_2018,1,291,"Selamat Siti Badriah! ""Lagi Syantik"", video klip yang menjadi buah bibir pada ta",2097.0,291.0,22.0,13.227273,5.819398,0.59197325,19.0,0.0,0.0,3.0,19.0,0.0,0.019551741,0.032427277,0.0071530757,67.0,0.031950407,0.19732441,29.894472
2728,1369,id_newspapers_2018,0,24,Alm. Ustaz Hari Moekti sudah cukup lama menderita penyakit jatung. Menurut sang ,150.0,24.0,4.0,6.0,5.125,0.9583333,1.0,0.0,0.0,0.0,3.0,0.0,0.026666667,0.046666667,0.0,4.0,0.026666667,0.041666668,504.49695
2729,1369,id_newspapers_2018,1,281,"Hari Moekti, salah satu pelopor film Indonesia, meninggal dunia pada Rabu (19/2)",2070.0,281.0,19.0,14.789474,6.0383277,0.5783972,16.0,0.0,0.0,0.0,19.0,0.0,0.016908212,0.027536232,0.008212561,57.0,0.027536232,0.16027875,24.174877
2730,1370,id_newspapers_2018,0,250,Presiden Joko Widodo atau Jokowi berencana melakukan kunjungan ke pemusatan lati,1727.0,250.0,13.0,19.23077,5.641732,0.5787402,21.0,0.0,0.0,0.0,12.0,2.0,0.01910828,0.061378114,0.016792126,45.0,0.026056746,0.18503937,65.45436
2731,1370,id_newspapers_2018,1,293,Presiden Joko Widodo (Jokowi) mengumumkan rencananya untuk mengunjungi pusat pel,2152.0,293.0,15.0,19.533333,6.19661,0.44745764,8.0,0.0,0.0,0.0,15.0,0.0,0.010687732,0.029739777,0.016728625,32.0,0.014869888,0.25762713,13.896432
2732,1371,id_newspapers_2018,0,426,Menteri Keuangan Sri Mulyani mengatakan perlu membandingkan dengan hal yang seta,3036.0,426.0,24.0,17.75,5.811927,0.5298165,30.0,0.0,0.0,0.0,23.0,4.0,0.01745718,0.055006586,0.0131752305,77.0,0.025362318,0.1146789,138.44449
2733,1371,id_newspapers_2018,1,304,Menteri Keuangan Sri Mulyani Indrawati memberi tanggapan terhadap pernyataan Pra,2351.0,304.0,18.0,16.88889,6.4789643,0.5631068,15.0,0.0,0.0,0.0,18.0,0.0,0.01403658,0.021692896,0.0068056146,46.0,0.019566143,0.23300971,22.513943
2734,1372,id_newspapers_2018,0,217,"Muharrem Ince, lawan utama Tayyip Erdogan menyatakan menerima kekalahan dalam pe",1585.0,217.0,12.0,18.083334,6.0409093,0.6363636,18.0,0.0,0.0,0.0,12.0,0.0,0.018927446,0.03154574,0.0063091484,40.0,0.025236594,0.23636363,34.64681
2735,1372,id_newspapers_2018,1,317,"Presiden Turki, Recep Tayyip Erdogan, telah resmi menjadi pemenang dalam pemilih",2378.0,317.0,20.0,15.85,6.315625,0.584375,16.0,0.0,0.0,0.0,20.0,0.0,0.015138772,0.022708159,0.009251472,41.0,0.01724138,0.25,41.738155
2736,1373,id_newspapers_2018,0,276,"Sat Narkoba Polrestabes Bandung mengamankan sabu sebanyak 13,182 kg dalam sebuah",1985.0,276.0,18.0,15.333333,5.7667847,0.6042403,31.0,0.0,0.0,0.0,18.0,0.0,0.024685139,0.04231738,0.031234257,78.0,0.03929471,0.109540634,55.87841
2737,1373,id_newspapers_2018,1,290,Kepolisian Daerah Jakarta Raya berhasil membekuk tiga pengedar narkoba dan menga,2085.0,290.0,15.0,19.333334,5.955932,0.61694914,12.0,0.0,0.0,0.0,15.0,0.0,0.01294964,0.029736212,0.012470024,39.0,0.018705036,0.2,24.349
2738,1374,id_newspapers_2018,0,170,"Hujan deras yang mengguyur Kecamatan Larompong, Kabupaten Luwu Sulawesi Selatan,",1216.0,170.0,13.0,13.076923,5.7329545,0.66477275,12.0,0.0,0.0,0.0,13.0,0.0,0.02055921,0.03782895,0.018914474,38.0,0.03125,0.10227273,42.70658
2739,1374,id_newspapers_2018,1,308,"Luwu, Sulawesi Selatan, dilanda banjir pada Kamis (24/06) kemarin. Banjir terseb",2189.0,308.0,22.0,14.0,5.9163985,0.5562701,14.0,0.0,0.0,0.0,22.0,0.0,0.016445866,0.026952947,0.004568296,42.0,0.019186843,0.19292605,21.500576
2740,1375,id_newspapers_2018,0,1078,"Pertandingan penyisihan Piala Dunia 2018 masih akan berlangsung sampai Minggu, 1",7139.0,1078.0,59.0,18.271187,5.2758927,0.25714287,42.0,3.0,0.0,0.0,58.0,34.0,0.014427791,0.041042164,0.013307186,153.0,0.021431573,0.20714286,55.54934
2741,1375,id_newspapers_2018,1,359,Piala Dunia 2018 telah memasuki babak 16 besar pada Selasa (26/6) waktu Indonesi,2533.0,359.0,21.0,17.095238,5.8461537,0.4752747,19.0,0.0,0.0,0.0,21.0,0.0,0.015791552,0.018160284,0.007106198,47.0,0.018555073,0.2857143,28.012375
2742,1376,id_newspapers_2018,0,244,Suzuki berencana merambah pasar eksport untuk generasi terbaru All New Ertiga pa,1679.0,244.0,18.0,13.555555,5.56,0.704,12.0,0.0,0.0,0.0,18.0,0.0,0.01786778,0.037522335,0.032757595,46.0,0.02739726,0.184,76.994
2743,1376,id_newspapers_2018,1,330,"Jumat ini, Presiden Suzuki Motor Corporation, Toshihiro Suzuki mengatakan bahwa ",2328.0,330.0,17.0,19.411764,5.8184524,0.5744048,21.0,0.0,0.0,0.0,17.0,0.0,0.016323024,0.027920961,0.008591065,44.0,0.018900344,0.23511904,28.959082
2744,1377,id_newspapers_2018,0,318,China telah meluncurkan sebuah drone mata-mata berteknologi tinggi yang terlihat,2286.0,318.0,20.0,15.9,5.9937696,0.5981308,15.0,0.0,0.0,0.0,20.0,0.0,0.015310586,0.028433945,0.0061242343,45.0,0.01968504,0.211838,73.181
2745,1377,id_newspapers_2018,1,360,China terus menunjukkan kemajuan teknologi yang luar biasa dalam berbagai bidang,2683.0,360.0,21.0,17.142857,6.2273974,0.53424656,23.0,0.0,0.0,0.0,21.0,0.0,0.016399553,0.011926947,0.0003727171,51.0,0.019008573,0.25205478,33.950806
2746,1378,id_newspapers_2018,0,24,"Ustaz Hari Moekti hari ini (25/6) dimakamkan di kawasan Cikereteg, Ciawi, Bogor.",160.0,24.0,3.0,8.0,5.2,0.92,2.0,0.0,0.0,0.0,2.0,0.0,0.025,0.05625,0.01875,7.0,0.04375,0.12,538.7555
2747,1378,id_newspapers_2018,1,302,"Hari Moekti, seorang aktor senior yang telah berkiprah dalam dunia hiburan Indon",2150.0,302.0,20.0,15.1,5.821429,0.50974023,24.0,0.0,1.0,0.0,19.0,0.0,0.020465117,0.023255814,0.0018604652,56.0,0.02604651,0.21103896,23.95417
2748,1379,id_newspapers_2018,0,266,Subdit Cyber Crime Ditreskrimsus Polda Metro Jaya kembali menangkap kawanan jari,1795.0,266.0,13.0,20.461538,5.322464,0.56884056,16.0,0.0,0.0,0.0,13.0,3.0,0.016155988,0.06462395,0.038440112,61.0,0.033983286,0.11956522,85.27931
2749,1379,id_newspapers_2018,1,307,Polisi berhasil mengamankan tiga orang pelaku penyebar konten pornografi anak di,2282.0,307.0,17.0,18.058823,6.142857,0.5650794,10.0,0.0,0.0,0.0,17.0,0.0,0.011831727,0.022348817,0.0052585453,41.0,0.017966695,0.22222222,28.579767
2750,1380,id_newspapers_2018,0,321,KPK memanggil mantan Komisaris Utama PT Nindya Karya (NK) Roestam Sjarief dan ek,2270.0,321.0,18.0,17.833334,5.7416415,0.56231004,21.0,0.0,0.0,0.0,18.0,0.0,0.017180616,0.05418502,0.014537445,61.0,0.026872247,0.20364742,87.26361
2751,1380,id_newspapers_2018,1,298,Komisi Pemberantasan Korupsi (KPK) mengumumkan bahwa dua orang saksi dalam kasus,2252.0,298.0,14.0,21.285715,6.1628666,0.57328993,33.0,0.0,0.0,0.0,14.0,0.0,0.020870337,0.04884547,0.005328597,63.0,0.027975133,0.21824104,16.578283
2752,1381,id_newspapers_2018,0,217,Pemungutan suara pada Pemilihan Kepala Daerah (Pilkada) Serentak 2018 akan dilak,1617.0,217.0,10.0,21.7,6.049107,0.6160714,11.0,0.0,0.0,0.0,10.0,0.0,0.012987013,0.042053185,0.024118738,46.0,0.028447744,0.20089285,25.14977
2753,1381,id_newspapers_2018,1,272,Partai Golongan Karya (Golkar) menargetkan kemenangan sebesar 56 persen di Pilka,1931.0,272.0,19.0,14.315789,5.8436365,0.47636363,15.0,0.0,0.0,0.0,19.0,0.0,0.017607458,0.043500777,0.02019679,53.0,0.027446918,0.24727273,20.302143
2754,1382,id_newspapers_2018,0,199,"""Jadi Pardan itu adalah sopir dari adiknya Herman Hery. Pokoknya B-88-NTT itu mo",1440.0,199.0,19.0,10.473684,5.5924172,0.66824645,15.0,0.0,0.0,0.0,19.0,0.0,0.023611112,0.056944445,0.018055556,62.0,0.043055557,0.16113745,93.902664
2755,1382,id_newspapers_2018,1,278,"Kasus dugaan penganiayaan terjadi di Kota Bogor, Jawa Barat. Ronny, seorang warg",1962.0,278.0,17.0,16.352942,5.8683276,0.5338078,12.0,0.0,0.0,0.0,17.0,0.0,0.014780836,0.03312946,0.001529052,36.0,0.018348623,0.22064057,33.030144
2756,1383,id_newspapers_2018,0,213,Badan Pengawas Pemilu (Bawaslu) melakukan sejumlah langkah strategis dalam mengh,1590.0,213.0,12.0,17.75,6.138889,0.5416667,18.0,0.0,0.0,0.0,12.0,0.0,0.018867925,0.04591195,0.018238993,52.0,0.0327044,0.18055555,48.222095
2757,1383,id_newspapers_2018,1,294,Badan Pengawas Pemilihan Umum (Bawaslu) telah mengumumkan hasil penelitian terba,2237.0,294.0,14.0,21.0,6.4040403,0.48821548,13.0,0.0,0.0,0.0,14.0,0.0,0.012069737,0.030397855,0.0058113546,42.0,0.018775145,0.26936027,18.085398
2758,1384,id_newspapers_2018,0,227,"Persija Jakarta tak akan diperkuat oleh striker andalannya, Marko Simic, pada la",1586.0,227.0,20.0,11.35,5.6580086,0.5887446,19.0,0.0,0.0,0.0,20.0,0.0,0.024590164,0.040983606,0.015762925,53.0,0.033417404,0.17316018,57.37823
2759,1384,id_newspapers_2018,1,281,Kondisi Marko Simic yang harus absen dalam laga Persija Jakarta melawan Persebay,1929.0,281.0,19.0,14.789474,5.6091547,0.51760566,22.0,0.0,0.0,0.0,19.0,0.0,0.021254536,0.035251427,0.00777605,56.0,0.029030586,0.20070423,38.713604
2760,1385,id_newspapers_2018,0,233,Divonis empat tahun penjara jauh lebih berat dari tuntutan jaksa membuat artis J,1714.0,233.0,17.0,13.705882,5.949791,0.7364017,17.0,1.0,0.0,0.0,16.0,0.0,0.01983664,0.027421236,0.014585764,60.0,0.035005834,0.14225942,137.90094
2761,1385,id_newspapers_2018,1,307,"Jennifer Dunn, mantan anggota DPR RI dari Partai Hanura, divonis 4 tahun dan den",2064.0,307.0,17.0,18.058823,5.5096154,0.525641,14.0,0.0,0.0,0.0,17.0,0.0,0.01501938,0.06734496,0.028585272,39.0,0.018895349,0.16346154,14.095814
2762,1386,id_newspapers_2018,0,244,"Dua menteri pemerintahan Swiss mendukung dua bintang tim nasionalnya, Granit Xha",1771.0,244.0,12.0,20.333334,5.9638553,0.6947791,17.0,0.0,0.0,0.0,12.0,0.0,0.016374929,0.044042915,0.0033879164,43.0,0.024280068,0.19678715,106.063576
2763,1386,id_newspapers_2018,1,349,Dua menteri Swiss mendukung aksi selebrasi Granit Xhaka dan Xherdan Shaqiri yang,2590.0,349.0,22.0,15.863636,6.21813,0.47875354,18.0,0.0,1.0,0.0,21.0,0.0,0.015444015,0.032818533,0.006563707,47.0,0.018146718,0.25779036,26.313673
2764,1387,id_newspapers_2018,0,198,"Dua tersangka perampok mobil sales yang beraksi di Lampung Tengah, berinisial AS",1333.0,198.0,13.0,15.230769,5.2657003,0.65700483,22.0,0.0,0.0,0.0,12.0,0.0,0.025506377,0.044261064,0.012753189,46.0,0.034508627,0.1352657,102.836426
2765,1387,id_newspapers_2018,1,335,Dua orang perampok berinisial AR (28) dan RG (29) akhirnya menyerahkan diri ke P,2369.0,335.0,24.0,13.958333,5.8431954,0.5502958,13.0,0.0,0.0,0.0,24.0,0.0,0.015618404,0.037146475,0.010552976,60.0,0.025327142,0.18047337,23.722462
2766,1388,id_newspapers_2018,0,22,Jennifer Dunn divonis 4 tahun penjara. Ia dan kuasa hukumnya sempat kaget saat h,143.0,22.0,3.0,7.3333335,5.4545455,0.95454544,0.0,0.0,0.0,0.0,2.0,0.0,0.013986014,0.034965035,0.006993007,2.0,0.013986014,0.09090909,1060.6509
2767,1388,id_newspapers_2018,1,244,Jennifer Dunn sempat kaget setelah mendengar vonis yang dijatuhkan oleh hakim te,1829.0,244.0,16.0,15.25,6.278226,0.5564516,5.0,0.0,0.0,0.0,16.0,0.0,0.011481684,0.022416621,0.0049207215,29.0,0.015855659,0.22983871,17.653082
2768,1389,id_newspapers_2018,0,489,Presiden RI Ketiga Bacharuddin Jusuf Habibie tengah merayakan ulang tahunnya. Te,3587.0,489.0,35.0,13.971429,6.1117887,0.61585367,28.0,0.0,0.0,1.0,34.0,0.0,0.017563423,0.044326734,0.004460552,92.0,0.025648175,0.15243903,149.30482
2769,1389,id_newspapers_2018,1,386,Seluruh jajaran masyarakat Indonesia mengucapkan selamat ulang tahun kepada BJ H,2704.0,386.0,24.0,16.083334,5.820513,0.5102564,19.0,0.0,0.0,1.0,23.0,0.0,0.015902366,0.030695267,0.0062869824,49.0,0.018121302,0.21025641,33.02796
2770,1390,id_newspapers_2018,0,216,Nilai tukar dolar Amerika Serikat (AS) terhadap rupiah kembali menguat pagi ini.,1395.0,216.0,24.0,9.0,5.035398,0.5707965,7.0,0.0,0.0,0.0,24.0,0.0,0.022222223,0.049462367,0.039426524,42.0,0.030107526,0.12831858,76.46525
2771,1390,id_newspapers_2018,1,377,Nilai tukar rupiah terhadap dolar AS masih terus mengalami tekanan hingga menjel,2754.0,377.0,27.0,13.962963,6.0443864,0.5221932,22.0,0.0,0.0,0.0,27.0,0.0,0.017792301,0.027596224,0.012345679,63.0,0.022875817,0.20887728,25.40666
2772,1391,id_newspapers_2018,0,1430,"Setelah satu bulan menjalin asmara, Ariana Grande dan Pete Davidson memutuskan u",9500.0,1430.0,41.0,34.878048,5.533892,0.1222921,53.0,0.0,0.0,23.0,31.0,0.0,0.011263158,0.12568422,0.02294737,152.0,0.016,0.1271838,22.820358
2773,1391,id_newspapers_2018,1,332,"Ariana Grande, penyanyi pop asal Amerika Serikat, memberikan komentar terkait ka",2526.0,332.0,21.0,15.809524,6.318584,0.56342185,21.0,0.0,0.0,0.0,22.0,0.0,0.017022962,0.01821061,0.002375297,53.0,0.020981789,0.20648968,39.820496
2774,1392,id_newspapers_2018,0,1429,Tiga bulan menjalin asmara Paula Verhoeven segera dilamar Baim Wong. Paula pun s,9271.0,1429.0,86.0,16.61628,5.2723494,0.13444214,83.0,0.0,31.0,33.0,43.0,2.0,0.020494014,0.12932801,0.0011864955,235.0,0.025347859,0.05959806,17.783155
2775,1392,id_newspapers_2018,1,334,Pasangan selebriti Baim Wong dan Paula Verhoeven terus menjadi sorotan publik se,2317.0,334.0,21.0,15.904762,5.6588235,0.5764706,21.0,0.0,0.0,0.0,21.0,0.0,0.018126888,0.023737593,0.003021148,60.0,0.025895555,0.17941177,75.419815
2776,1393,id_newspapers_2018,0,26,Hari Moekti tutup usia pada Minggu (24/6) malam dikarenakan stroke. Sejumlah mus,179.0,26.0,3.0,8.666667,5.5185184,0.962963,0.0,0.0,0.0,0.0,2.0,0.0,0.011173184,0.033519555,0.016759777,5.0,0.02793296,0.11111111,441.7786
2777,1393,id_newspapers_2018,1,278,"Indonesia kembali kehilangan seorang musisi legendaris, Hari Moekti. Hari Moekti",2087.0,278.0,23.0,12.086957,6.0905924,0.5644599,17.0,0.0,0.0,0.0,23.0,0.0,0.019166267,0.044082414,0.0052707237,62.0,0.029707715,0.16027875,13.873193
2778,1394,id_newspapers_2018,0,408,Spanyol akan menghadapi Maroko dalam matchday ketiga penyisihan Grup B Piala Dun,2844.0,408.0,29.0,14.068966,5.747573,0.5533981,20.0,1.0,0.0,0.0,28.0,0.0,0.017229255,0.030942334,0.011603376,69.0,0.024261603,0.21116506,68.80937
2779,1394,id_newspapers_2018,1,339,"Pada hari Selasa (26/6) nanti, Spanyol akan bertanding melawan tim nasional Maro",2396.0,339.0,21.0,16.142857,5.775862,0.55172414,15.0,0.0,0.0,0.0,21.0,0.0,0.015025042,0.032554258,0.01293823,48.0,0.02003339,0.18103448,36.09193
2780,1395,id_newspapers_2018,0,298,'Ant-Man' and The Wasp' nyatanya menjadi sekuel bagi cerita dalam 'Captain Ameri,1986.0,298.0,14.0,21.285715,5.11465,0.42038217,6.0,0.0,0.0,0.0,13.0,1.0,0.009566969,0.07502518,0.0005035247,83.0,0.04179255,0.1687898,185.98846
2781,1395,id_newspapers_2018,1,376,"Setelah sukses menyuguhkan 'Captain America: Civil War' pada 2016 lalu, Marvel S",2609.0,376.0,19.0,19.789474,5.5321336,0.45501286,14.0,0.0,1.0,1.0,17.0,7.0,0.012648525,0.049444232,0.005366041,82.0,0.031429667,0.23907454,70.68231
2782,1396,id_newspapers_2018,0,307,"Kota Pekanbaru mengantongi APBD Rp 2,4 triliun. Namun jalanan di Kota Pekanbaru ",2134.0,307.0,24.0,12.791667,5.5968256,0.5492064,20.0,0.0,0.0,1.0,23.0,0.0,0.020618556,0.053420804,0.017338332,65.0,0.03045923,0.13968255,68.124855
2783,1396,id_newspapers_2018,1,289,"Pekanbaru, ibu kota Provinsi Riau menjadi sorotan setelah diketahui memiliki APB",2215.0,289.0,18.0,16.055555,6.431973,0.57482994,14.0,0.0,0.0,0.0,18.0,0.0,0.014446952,0.032054175,0.0009029345,36.0,0.016252821,0.2585034,26.516222
2784,1397,id_newspapers_2018,0,580,Timnas Spanyol akan menghadapi Maroko di laga terakhir grup B Piala Dunia 2018. ,3973.0,580.0,38.0,15.263158,5.5292153,0.45075125,13.0,0.0,0.0,0.0,38.0,1.0,0.012836647,0.04127863,0.010319658,82.0,0.020639315,0.17529215,94.308846
2785,1397,id_newspapers_2018,1,364,Pertandingan selanjutnya di Grup B Piala Dunia 2018 akan mempertemukan antara Ti,2552.0,364.0,20.0,18.2,5.8610353,0.5013624,13.0,0.0,0.0,0.0,20.0,1.0,0.012931035,0.03526646,0.009404388,38.0,0.014890282,0.22615804,26.749065
2786,1398,id_newspapers_2018,0,221,Menteri Perhubungan (Menhub) Budi Karya Sumadi mengapresiasi semua pihak yang di,1579.0,221.0,10.0,22.1,5.888393,0.57589287,18.0,0.0,0.0,0.0,9.0,0.0,0.01709943,0.055731475,0.008866371,40.0,0.025332488,0.20535715,61.620674
2787,1398,id_newspapers_2018,1,329,Kementerian Perhubungan (Kemenhub) mengapresiasi temuan kapal tenggelam KM Sinar,2383.0,329.0,19.0,17.31579,6.0331326,0.5512048,20.0,0.0,0.0,0.0,19.0,0.0,0.016365925,0.031472933,0.010490978,52.0,0.021821234,0.22590362,23.469376
